"contrast","ratio","SE","df","null","t.ratio","p.value"
"Melipona marginata / Scaptotrigona bipunctata",0.557454089423686,0.108626770764846,45,1,-2.99891365266396,0.407903393360697
"Melipona marginata / Scaptotrigona depilis",0.697684718835375,0.193432531276482,45,1,-1.29842743776598,0.999920367500665
"Melipona marginata / Scaptotrigona polysticta",0.452883106986339,0.0875554412564094,45,1,-4.0972704614075,0.0366216254996136
"Melipona marginata / Scaptotrigona xanthotricha",0.48199516594789,0.0934930423881853,45,1,-3.76252904594878,0.0861958233302484
"Melipona marginata / Schwarziana quadrifasciata",0.819273504245747,0.177071180314208,45,1,-0.922294466731595,0.99999992086434
"Melipona marginata / Tetragona clavipes",0.636872361140674,0.121098362336154,45,1,-2.37284715787174,0.822548924100979
"Melipona marginata / Tetragonisca angustula",0.882785425498897,0.169873040547546,45,1,-0.647893319379633,0.999999999981497
"Melipona marginata / Trigona hyalinata",0.793085834118249,0.170854817659124,45,1,-1.07609602653078,0.999997865213529
"Melipona marginata / Trigona spinipes",0.649139065921328,0.12850680576324,45,1,-2.18275119180131,0.908874338373494
"Melipona mondury / Melipona quadrifasciata",0.789998442950001,0.153931145110743,45,1,-1.20977358652582,0.999978438023915
"Melipona mondury / Melipona scutellaris",0.870982958683754,0.166261799233173,45,1,-0.723626077829573,0.999999999718852
"Melipona mondury / Nannotrigona testaceicornis",1.45159785512161,0.277954726558136,45,1,1.94621477910883,0.970612018809239
"Melipona mondury / Oxytrigona tataira",3.01768856495727,0.817136440536282,45,1,4.07889085079924,0.0384651745702635
"Melipona mondury / Partamona helleri",0.725451791571974,0.138360789139467,45,1,-1.68285744392969,0.995102576381515
"Melipona mondury / Plebeia droryana",1.17230240907394,0.232480925065217,45,1,0.801616502181164,0.999999996778229
"Melipona mondury / Plebeia lucii",1.32982425608459,0.258531958854186,45,1,1.46620999617699,0.999369653682919
"Melipona mondury / Plebeia phrynostoma",1.63325792135657,0.527964366039953,45,1,1.51759930402589,0.998914944686163
"Melipona mondury / Scaptotrigona bipunctata",0.973223029633616,0.189593286115181,45,1,-0.139325734676361,1
"Melipona mondury / Scaptotrigona depilis",1.21804261315226,0.337630210738315,45,1,0.711586215320336,0.999999999812849
"Melipona mondury / Scaptotrigona polysticta",0.790659316728303,0.152822784528695,45,1,-1.21524069826799,0.999976515350681
"Melipona mondury / Scaptotrigona xanthotricha",0.841484177033345,0.163183339624111,45,1,-0.889981350962628,0.999999964342446
"Melipona mondury / Schwarziana quadrifasciata",1.43031660728313,0.309074647054312,45,1,1.65624823922341,0.996070057351822
"Melipona mondury / Tetragona clavipes",1.1118742521739,0.211407257595815,45,1,0.557743612836918,1
"Melipona mondury / Tetragonisca angustula",1.54119796162703,0.296628591501191,45,1,2.24745903332953,0.883210883366742
"Melipona mondury / Trigona hyalinata",1.38459724824699,0.298229787544772,45,1,1.51078410919117,0.998988128372452
"Melipona mondury / Trigona spinipes",1.1332898984428,0.224276340686256,45,1,0.632267724161281,1
"Melipona quadrifasciata / Melipona scutellaris",1.10251224727905,0.211231457504089,45,1,0.509373725417278,1
"Melipona quadrifasciata / Nannotrigona testaceicornis",1.83746926095332,0.370242748932652,45,1,3.01936094523621,0.394837537227088
"Melipona quadrifasciata / Oxytrigona tataira",3.81986647174729,1.02699626300955,45,1,4.98487123232985,0.00275297634594096
"Melipona quadrifasciata / Partamona helleri",0.918295216966506,0.176158004479353,45,1,-0.444329143357344,1
"Melipona quadrifasciata / Plebeia droryana",1.48393002484454,0.282650920091947,45,1,2.07216117687746,0.943716849992869
"Melipona quadrifasciata / Plebeia lucii",1.68332516089371,0.319830979073295,45,1,2.74090739339604,0.584567618731792
"Melipona quadrifasciata / Plebeia phrynostoma",2.06741916510327,0.623040843803762,45,1,2.41006464311568,0.801959987744972
"Melipona quadrifasciata / Scaptotrigona bipunctata",1.23193031368444,0.234052995868073,45,1,1.09786613602474,0.999996789824098
"Melipona quadrifasciata / Scaptotrigona depilis",1.54182913146495,0.416039442863087,45,1,1.604571241644,0.997497131812075
"Melipona quadrifasciata / Scaptotrigona polysticta",1.00083655073526,0.190304069312656,45,1,0.00439770179016194,1
"Melipona quadrifasciata / Scaptotrigona xanthotricha",1.06517194374597,0.202424626697419,45,1,0.332227100784623,1
"Melipona quadrifasciata / Schwarziana quadrifasciata",1.81053091945608,0.384636270601196,45,1,2.79424401228047,0.546994525635114
"Melipona quadrifasciata / Tetragona clavipes",1.40743853623553,0.27209602148794,45,1,1.76784008916274,0.99060820861097
"Melipona quadrifasciata / Tetragonisca angustula",1.95088734083059,0.39779369344397,45,1,3.27744615606127,0.249780401256599
"Melipona quadrifasciata / Trigona hyalinata",1.75265819901701,0.372524906838691,45,1,2.64002593606246,0.655128271787633
"Melipona quadrifasciata / Trigona spinipes",1.43454700266355,0.273103422111922,45,1,1.89545419120891,0.978147868466318
"Melipona scutellaris / Nannotrigona testaceicornis",1.66662027155537,0.324425610708449,45,1,2.62404051108596,0.666122245711807
"Melipona scutellaris / Oxytrigona tataira",3.4646930056102,0.932381293377916,45,1,4.61754307608455,0.00839880957937289
"Melipona scutellaris / Partamona helleri",0.832911579198163,0.15825091938688,45,1,-0.962265393290191,0.99999979903679
"Melipona scutellaris / Plebeia droryana",1.34595332478783,0.260866093499108,45,1,1.53291738499052,0.998733566147821
"Melipona scutellaris / Plebeia lucii",1.52680858198908,0.292140036147318,45,1,2.21165968678944,0.897895555608533
"Melipona scutellaris / Plebeia phrynostoma",1.87518929626911,0.587565087370233,45,1,2.00650031946556,0.959305851702146
"Melipona scutellaris / Scaptotrigona bipunctata",1.11738469729003,0.214054789030498,45,1,0.579382000482745,1
"Melipona scutellaris / Scaptotrigona depilis",1.39846893789173,0.382099931496906,45,1,1.22746880622106,0.999971639442762
"Melipona scutellaris / Scaptotrigona polysticta",0.90777817045142,0.173158251054303,45,1,-0.507237111086677,1
"Melipona scutellaris / Scaptotrigona xanthotricha",0.966131620192676,0.18460296976334,45,1,-0.18032353143438,1
"Melipona scutellaris / Schwarziana quadrifasciata",1.64218667314072,0.350548739235824,45,1,2.32370456573721,0.847983978317741
"Melipona scutellaris / Tetragona clavipes",1.27657406047781,0.242944245609601,45,1,1.28306731709641,0.999935759481259
"Melipona scutellaris / Tetragonisca angustula",1.76949267062139,0.347321258455113,45,1,2.90750088429764,0.468474467319801
"Melipona scutellaris / Trigona hyalinata",1.58969499281527,0.338773617322632,45,1,2.17517134745539,0.911622953370341
"Melipona scutellaris / Trigona spinipes",1.30116196550555,0.251816704266499,45,1,1.36027865059784,0.999819284450835
"Nannotrigona testaceicornis / Oxytrigona tataira",2.07887367311138,0.571211105484556,45,1,2.66341864992839,0.638919018958694
"Nannotrigona testaceicornis / Partamona helleri",0.499760859395315,0.0970919681946067,45,1,-3.57029443832688,0.135151858170873
"Nannotrigona testaceicornis / Plebeia droryana",0.807594475934058,0.166706174342556,45,1,-1.03522913963431,0.999999042925578
"Nannotrigona testaceicornis / Plebeia lucii",0.916110651026817,0.183983253484958,45,1,-0.436278273576097,1
"Nannotrigona testaceicornis / Plebeia phrynostoma",1.12514489849514,0.379300345788484,45,1,0.349770019978153,1
"Nannotrigona testaceicornis / Scaptotrigona bipunctata",0.670449481721011,0.13505239238228,45,1,-1.98478782773709,0.963692403310333
"Nannotrigona testaceicornis / Scaptotrigona depilis",0.839104720949189,0.238307102050949,45,1,-0.617671696659942,1
"Nannotrigona testaceicornis / Scaptotrigona polysticta",0.544682064621859,0.108425193294878,45,1,-3.05208802906884,0.374347806901202
"Nannotrigona testaceicornis / Scaptotrigona xanthotricha",0.579695109127071,0.115983878322015,45,1,-2.7252105612202,0.595626176032664
"Nannotrigona testaceicornis / Schwarziana quadrifasciata",0.985339432844025,0.21846502373812,45,1,-0.0666128231286231,1
"Nannotrigona testaceicornis / Tetragona clavipes",0.765965758526658,0.147492327744355,45,1,-1.38461517052592,0.999755200910635
"Nannotrigona testaceicornis / Tetragonisca angustula",1.06172515768695,0.201849421668836,45,1,0.315047355200275,1
"Nannotrigona testaceicornis / Trigona hyalinata",0.9538435478957,0.21042221309046,45,1,-0.214209634140041,1
"Nannotrigona testaceicornis / Trigona spinipes",0.780718912227829,0.160716872475219,45,1,-1.20248257544663,0.999980779508966
"Oxytrigona tataira / Partamona helleri",0.240399821239421,0.0647195747842103,45,1,-5.29481789452741,0.00103740915509209
"Oxytrigona tataira / Plebeia droryana",0.388476936515992,0.104766478127462,45,1,-3.50601922607875,0.155862251758298
"Oxytrigona tataira / Plebeia lucii",0.440676440745774,0.118450221980436,45,1,-3.04862094069762,0.376492851074532
"Oxytrigona tataira / Plebeia phrynostoma",0.541228124175132,0.19486554315324,45,1,-1.70511288617249,0.994148602106099
"Oxytrigona tataira / Scaptotrigona bipunctata",0.32250611972856,0.0867058200168134,45,1,-4.20915944952979,0.0270290929168877
"Oxytrigona tataira / Scaptotrigona depilis",0.403634300536082,0.13355210178258,45,1,-2.74196813696603,0.58381997415897
"Oxytrigona tataira / Scaptotrigona polysticta",0.262008255560161,0.0703993694636822,45,1,-4.98482341074036,0.00275338487332499
"Oxytrigona tataira / Scaptotrigona xanthotricha",0.278850570202979,0.0749370414923145,45,1,-4.75217949299455,0.00561419431973764
"Oxytrigona tataira / Schwarziana quadrifasciata",0.473977541583515,0.135105938519448,45,1,-2.61919962387595,0.669436532805945
"Oxytrigona tataira / Tetragona clavipes",0.368452286655909,0.0994655456651347,45,1,-3.69855705247463,0.100485685408929
"Oxytrigona tataira / Tetragonisca angustula",0.510721344649047,0.141112131440469,45,1,-2.43189283308115,0.789386899606372
"Oxytrigona tataira / Trigona hyalinata",0.458827085182195,0.130761350227851,45,1,-2.73371190042342,0.589638278277523
"Oxytrigona tataira / Trigona spinipes",0.375548991901635,0.101234361388622,45,1,-3.63315418390841,0.117104250680905
"Partamona helleri / Plebeia droryana",1.61596183604936,0.31378571146688,45,1,2.47158838257825,0.765648159010882
"Partamona helleri / Plebeia lucii",1.83309803840033,0.351152196317578,45,1,3.16350313153427,0.308944318605639
"Partamona helleri / Plebeia phrynostoma",2.25136658332249,0.707527937823792,45,1,2.58232656376115,0.69441646577368
"Partamona helleri / Scaptotrigona bipunctata",1.34154059710122,0.257316248091382,45,1,1.53184905332068,0.99874701318974
"Partamona helleri / Scaptotrigona depilis",1.67901248201882,0.459310336842899,45,1,1.89430534707715,0.978299265649642
"Partamona helleri / Scaptotrigona polysticta",1.08988540095136,0.20807926829929,45,1,0.450834053595716,1
"Partamona helleri / Scaptotrigona xanthotricha",1.15994499815066,0.221867620002073,45,1,0.775705990876338,0.999999998514536
"Partamona helleri / Schwarziana quadrifasciata",1.97162185537346,0.421237863113214,45,1,3.17741682686907,0.301286100718331
"Partamona helleri / Tetragona clavipes",1.53266456171345,0.291533646979235,45,1,2.24488553780513,0.884306576083898
"Partamona helleri / Tetragonisca angustula",2.12446640773666,0.416052686720428,45,1,3.84766016199001,0.0699032005088001
"Partamona helleri / Trigona hyalinata",1.90859994328048,0.407025166118468,45,1,3.03092233679465,0.387538188451875
"Partamona helleri / Trigona spinipes",1.56218498818106,0.302881077922201,45,1,2.30079751717445,0.859122178350282
"Plebeia droryana / Plebeia lucii",1.13436963516529,0.21624458447934,45,1,0.661371680727761,0.999999999969048
"Plebeia droryana / Plebeia phrynostoma",1.3932052930325,0.411626974581569,45,1,1.12236742951054,0.999994996452501
"Plebeia droryana / Scaptotrigona bipunctata",0.83018086638789,0.158139169616422,45,1,-0.977027797342023,0.999999720492013
"Plebeia droryana / Scaptotrigona depilis",1.0390174102896,0.279414546245508,45,1,0.142329305881722,1
"Plebeia droryana / Scaptotrigona polysticta",0.674449963258953,0.128940871863139,45,1,-2.06014871659795,0.946840081884296
"Plebeia droryana / Scaptotrigona xanthotricha",0.717804698275826,0.136984335462063,45,1,-1.737379047169,0.992497873433132
"Plebeia droryana / Schwarziana quadrifasciata",1.22009184337769,0.260009544887213,45,1,0.933458645695347,0.999999896732805
"Plebeia droryana / Tetragona clavipes",0.948453439631007,0.186179469426074,45,1,-0.269603315897489,1
"Plebeia droryana / Tetragonisca angustula",1.31467610208572,0.275061969310448,45,1,1.30764228533158,0.999909616004919
"Plebeia droryana / Trigona hyalinata",1.18109221437218,0.252122097594121,45,1,0.779703707941418,0.999999998322338
"Plebeia droryana / Trigona spinipes",0.966721461690108,0.183671598660151,45,1,-0.178136202067858,1
"Plebeia lucii / Plebeia phrynostoma",1.22817576373993,0.371257605409279,45,1,0.679923856372315,0.999999999938572
"Plebeia lucii / Scaptotrigona bipunctata",0.731843343344542,0.139048534220863,45,1,-1.64311904647724,0.996485062549967
"Plebeia lucii / Scaptotrigona depilis",0.915942544722827,0.247331252039795,45,1,-0.325156070065802,1
"Plebeia lucii / Scaptotrigona polysticta",0.594559253307835,0.113010086900453,45,1,-2.73543816840738,0.588421952279028
"Plebeia lucii / Scaptotrigona xanthotricha",0.632778484211839,0.120230086156051,45,1,-2.40856099205865,0.802812886822246
"Plebeia lucii / Schwarziana quadrifasciata",1.07556814424067,0.22847166142468,45,1,0.342948852496574,1
"Plebeia lucii / Tetragona clavipes",0.836106159958003,0.161337394777477,45,1,-0.927638271820958,0.999999910060231
"Plebeia lucii / Tetragonisca angustula",1.15894860134736,0.235472591414349,45,1,0.726030296310478,0.999999999695353
"Plebeia lucii / Trigona hyalinata",1.0411881434045,0.221238017415013,45,1,0.189953624801357,1
"Plebeia lucii / Trigona spinipes",0.85221027760431,0.162359556741052,45,1,-0.839415652027992,0.999999990598426
"Plebeia phrynostoma / Scaptotrigona bipunctata",0.595878346529165,0.179623918297612,45,1,-1.71746277016832,0.993556272649213
"Plebeia phrynostoma / Scaptotrigona depilis",0.745774808268227,0.259139467844436,45,1,-0.844175964653526,0.999999989291036
"Plebeia phrynostoma / Scaptotrigona polysticta",0.484099483853466,0.147616237860024,45,1,-2.37912280976518,0.819154840286551
"Plebeia phrynostoma / Scaptotrigona xanthotricha",0.515218182033622,0.156303697824077,45,1,-2.18596600341739,0.907692282871614
"Plebeia phrynostoma / Schwarziana quadrifasciata",0.875744478921689,0.278082635456378,45,1,-0.417841927157425,1
"Plebeia phrynostoma / Tetragona clavipes",0.680770769659198,0.217274713114517,45,1,-1.20481824054228,0.999980055907764
"Plebeia phrynostoma / Tetragonisca angustula",0.943634156904577,0.322094212707941,45,1,-0.169970677337853,1
"Plebeia phrynostoma / Trigona hyalinata",0.84775174217245,0.270703513316266,45,1,-0.517248504733683,1
"Plebeia phrynostoma / Trigona spinipes",0.693882995223126,0.205432698726381,45,1,-1.23437446722918,0.999968496592986
"Scaptotrigona bipunctata / Scaptotrigona depilis",1.25155547707375,0.337734497656561,45,1,0.831519966854839,0.999999992441588
"Scaptotrigona bipunctata / Scaptotrigona polysticta",0.812413283136094,0.154470416130597,45,1,-1.09260850402098,0.99999708755105
"Scaptotrigona bipunctata / Scaptotrigona xanthotricha",0.864636523603571,0.164311447393052,45,1,-0.765363469145619,0.999999998919932
"Scaptotrigona bipunctata / Schwarziana quadrifasciata",1.4696699150467,0.312218050835085,45,1,1.81244649512256,0.987165044382022
"Scaptotrigona bipunctata / Tetragona clavipes",1.14246603123693,0.220831354015248,45,1,0.689050864932082,0.999999999914777
"Scaptotrigona bipunctata / Tetragonisca angustula",1.58360202615349,0.322798439059058,45,1,2.25523099066502,0.879864400698508
"Scaptotrigona bipunctata / Trigona hyalinata",1.42269264709883,0.302382131350913,45,1,1.65873608035039,0.995986973742165
"Scaptotrigona bipunctata / Trigona spinipes",1.16447090125831,0.22170097954828,45,1,0.799772214027441,0.999999996947574
"Scaptotrigona depilis / Scaptotrigona polysticta",0.649122869915115,0.175688163758699,45,1,-1.59662196250673,0.997671703446317
"Scaptotrigona depilis / Scaptotrigona xanthotricha",0.690849538388158,0.186719340184638,45,1,-1.36835911905502,0.999799894569083
"Scaptotrigona depilis / Schwarziana quadrifasciata",1.17427468615528,0.336313282175001,45,1,0.560929417507756,1
"Scaptotrigona depilis / Tetragona clavipes",0.91283690748421,0.251438531501882,45,1,-0.33109063911396,1
"Scaptotrigona depilis / Tetragonisca angustula",1.26530709597955,0.362278800659743,45,1,0.821868563578248,0.999999994233605
"Scaptotrigona depilis / Trigona hyalinata",1.1367395797949,0.32604541074484,45,1,0.446837323341631,1
"Scaptotrigona depilis / Trigona spinipes",0.930418924761484,0.250270659006659,45,1,-0.268118233123517,1
"Scaptotrigona polysticta / Scaptotrigona xanthotricha",1.06428161817577,0.202232392939093,45,1,0.327864298641529,1
"Scaptotrigona polysticta / Schwarziana quadrifasciata",1.8090175844657,0.384333211523342,45,1,2.79017403497314,0.549856540699512
"Scaptotrigona polysticta / Tetragona clavipes",1.40626212661954,0.270073238483861,45,1,1.77523799313751,0.990095581176369
"Scaptotrigona polysticta / Tetragonisca angustula",1.94925668871444,0.392256310197985,45,1,3.31677953417369,0.231269827549998
"Scaptotrigona polysticta / Trigona hyalinata",1.751193237027,0.371977815795313,45,1,2.63776221387541,0.656689545246771
"Scaptotrigona polysticta / Trigona spinipes",1.43334793439515,0.273801520512202,45,1,1.88466366209869,0.979538268233196
"Scaptotrigona xanthotricha / Schwarziana quadrifasciata",1.69975460777613,0.361054108987497,45,1,2.49738866779745,0.749660872403064
"Scaptotrigona xanthotricha / Tetragona clavipes",1.32132520434765,0.254439115491033,45,1,1.44697752043098,0.999490783289158
"Scaptotrigona xanthotricha / Tetragonisca angustula",1.83152340078518,0.37061300496849,45,1,2.99056658723624,0.413292573233523
"Scaptotrigona xanthotricha / Trigona hyalinata",1.64542279704936,0.349549719317916,45,1,2.34420507669268,0.837624137299951
"Scaptotrigona xanthotricha / Trigona spinipes",1.34677505456872,0.256838162698511,45,1,1.56110869293552,0.998330901367306
"Schwarziana quadrifasciata / Tetragona clavipes",0.777362331187558,0.167008954564673,45,1,-1.17225873280748,0.999988219658992
"Schwarziana quadrifasciata / Tetragonisca angustula",1.07752224492067,0.241144887993764,45,1,0.333626492509336,1
"Schwarziana quadrifasciata / Trigona hyalinata",0.968035497313431,0.225283132377035,45,1,-0.139593700428489,1
"Schwarziana quadrifasciata / Trigona spinipes",0.792334992596824,0.168762647714509,45,1,-1.09285209688005,0.999997074339089
"Tetragona clavipes / Tetragonisca angustula",1.38612613666855,0.268635854287154,45,1,1.68476420187545,0.99502625984715
"Tetragona clavipes / Trigona hyalinata",1.24528223001825,0.266837354546053,45,1,1.02372414777117,0.999999243223354
"Tetragona clavipes / Trigona spinipes",1.01926085276912,0.19971034807933,45,1,0.0973668296053401,1
"Tetragonisca angustula / Trigona hyalinata",0.898390267000664,0.199955757546241,45,1,-0.4814222682897,1
"Tetragonisca angustula / Trigona spinipes",0.735330519932942,0.153403053005231,45,1,-1.47367654372843,0.999316247214154
"Trigona hyalinata / Trigona spinipes",0.818497869960115,0.174606590731558,45,1,-0.938867331976423,0.999999882714957
