"Sample_species","Genus","RelAbundance"
"Plebeia droryana","Other",1.07828300374142e-05
"Plebeia droryana","Pectinatus",0
"Plebeia droryana","Pseudomonas",0
"Plebeia droryana","Rosenbergiella",0
"Plebeia droryana","Snodgrassella",0
"Plebeia droryana","Swingsia",0
"Plebeia droryana","Tatumella",0
"Plebeia droryana","Weissella",0
"Plebeia droryana","Zymobacter",0
"Plebeia droryana",NA,0.180282385057769
"Plebeia lucii","Acinetobacter",0
"Plebeia lucii","Apibacter",0.000497969347630743
"Plebeia lucii","Apilactobacillus",0
"Plebeia lucii","Arsenophonus",0
"Plebeia lucii","Asaia",0
"Plebeia lucii","Bifidobacterium",0.00483269704305118
"Plebeia lucii","Bombella",0
"Plebeia lucii","Bombilactobacillus",0.0113613708955563
"Plebeia lucii","Candidatus Kinetoplastibacterium",0
"Plebeia lucii","Commensalibacter",0.000344183402129302
"Plebeia lucii","Dellaglioa",0.132960342962515
"Plebeia lucii","Dysgonomonas",0
"Plebeia lucii","Enterococcus",0.000938682005807187
"Plebeia lucii","Floricoccus",0
"Plebeia lucii","Fructilactobacillus",0
"Plebeia lucii","Fructobacillus",0.00552969036148234
"Plebeia lucii","Lactobacillus",0
"Plebeia lucii","Lelliottia",0
"Plebeia lucii","Leuconostoc",0
"Plebeia lucii","Ligilactobacillus",0.0295807945729906
"Plebeia lucii","Liquorilactobacillus",0
"Plebeia lucii","Lonsdalea",0
"Plebeia lucii","Orbaceae_NA",0.00192085686872725
"Plebeia lucii","Other",0
"Plebeia lucii","Pectinatus",0
"Plebeia lucii","Pseudomonas",0.00100476322159891
"Plebeia lucii","Rosenbergiella",0
"Plebeia lucii","Snodgrassella",0
"Plebeia lucii","Swingsia",0
"Plebeia lucii","Tatumella",0
"Plebeia lucii","Weissella",0.425713480980626
"Plebeia lucii","Zymobacter",0
"Plebeia lucii",NA,0.385315168337886
"Plebeia phrynostoma","Acinetobacter",0.0920594487935289
"Plebeia phrynostoma","Apibacter",0
"Plebeia phrynostoma","Apilactobacillus",0
"Plebeia phrynostoma","Arsenophonus",0
"Plebeia phrynostoma","Asaia",0
"Plebeia phrynostoma","Bifidobacterium",0
"Plebeia phrynostoma","Bombella",0.681137081163986
"Plebeia phrynostoma","Bombilactobacillus",0
"Plebeia phrynostoma","Candidatus Kinetoplastibacterium",0
"Plebeia phrynostoma","Commensalibacter",0
"Plebeia phrynostoma","Dellaglioa",0
"Plebeia phrynostoma","Dysgonomonas",0
"Plebeia phrynostoma","Enterococcus",0
"Plebeia phrynostoma","Floricoccus",0
"Plebeia phrynostoma","Fructilactobacillus",0
"Plebeia phrynostoma","Fructobacillus",0
"Plebeia phrynostoma","Lactobacillus",0.100251179406512
"Plebeia phrynostoma","Lelliottia",0
"Plebeia phrynostoma","Leuconostoc",0
"Plebeia phrynostoma","Ligilactobacillus",0
"Plebeia phrynostoma","Liquorilactobacillus",0
"Plebeia phrynostoma","Lonsdalea",0
"Plebeia phrynostoma","Orbaceae_NA",0
"Plebeia phrynostoma","Other",0.00149415494599061
"Plebeia phrynostoma","Pectinatus",0
"Plebeia phrynostoma","Pseudomonas",0
"Plebeia phrynostoma","Rosenbergiella",0
"Plebeia phrynostoma","Snodgrassella",0
"Plebeia phrynostoma","Swingsia",0
"Plebeia phrynostoma","Tatumella",0
"Plebeia phrynostoma","Weissella",0
"Plebeia phrynostoma","Zymobacter",0.0811371413095509
"Plebeia phrynostoma",NA,0.0439209943804316
"Scaptotrigona bipunctata","Acinetobacter",0.000117806490344063
"Scaptotrigona bipunctata","Apibacter",0
"Scaptotrigona bipunctata","Apilactobacillus",0.0550171491713646
"Scaptotrigona bipunctata","Arsenophonus",0.00158545022369193
"Scaptotrigona bipunctata","Asaia",0
"Scaptotrigona bipunctata","Bifidobacterium",0.0663406676284114
"Scaptotrigona bipunctata","Bombella",0.0150104668803224
"Scaptotrigona bipunctata","Bombilactobacillus",0.379685930468046
"Scaptotrigona bipunctata","Candidatus Kinetoplastibacterium",0
"Scaptotrigona bipunctata","Commensalibacter",0
"Scaptotrigona bipunctata","Dellaglioa",0.00068286965615022
"Scaptotrigona bipunctata","Dysgonomonas",0
"Scaptotrigona bipunctata","Enterococcus",0
"Scaptotrigona bipunctata","Floricoccus",0.0145734946945638
"Scaptotrigona bipunctata","Fructilactobacillus",0
"Scaptotrigona bipunctata","Fructobacillus",0
"Scaptotrigona bipunctata","Lactobacillus",0.356373338466006
"Scaptotrigona bipunctata","Lelliottia",0
"Scaptotrigona bipunctata","Leuconostoc",0
"Scaptotrigona bipunctata","Ligilactobacillus",0.00429214430602444
"Scaptotrigona bipunctata","Liquorilactobacillus",0
"Scaptotrigona bipunctata","Lonsdalea",0
"Scaptotrigona bipunctata","Orbaceae_NA",0.000383066137476391
"Scaptotrigona bipunctata","Other",0.00727633005592399
"Scaptotrigona bipunctata","Pectinatus",0.00111415392512238
"Scaptotrigona bipunctata","Pseudomonas",0.0243273392789711
"Scaptotrigona bipunctata","Rosenbergiella",0
"Scaptotrigona bipunctata","Snodgrassella",0.00320679466332775
"Scaptotrigona bipunctata","Swingsia",0
"Scaptotrigona bipunctata","Tatumella",0
"Scaptotrigona bipunctata","Weissella",0
"Scaptotrigona bipunctata","Zymobacter",0
"Scaptotrigona bipunctata",NA,0.0700129979542535
"Scaptotrigona depilis","Acinetobacter",0
"Scaptotrigona depilis","Apibacter",0
"Scaptotrigona depilis","Apilactobacillus",0.162314701682737
"Scaptotrigona depilis","Arsenophonus",0
"Scaptotrigona depilis","Asaia",0
"Scaptotrigona depilis","Bifidobacterium",0.0428188865926691
"Scaptotrigona depilis","Bombella",0.0408896464870185
"Scaptotrigona depilis","Bombilactobacillus",0.0119388499584823
"Scaptotrigona depilis","Candidatus Kinetoplastibacterium",0
"Scaptotrigona depilis","Commensalibacter",0
"Scaptotrigona depilis","Dellaglioa",0
"Scaptotrigona depilis","Dysgonomonas",0
"Scaptotrigona depilis","Enterococcus",0
"Scaptotrigona depilis","Floricoccus",0
"Scaptotrigona depilis","Fructilactobacillus",0
"Scaptotrigona depilis","Fructobacillus",0.00239020898045202
"Scaptotrigona depilis","Lactobacillus",0.574722684979201
"Scaptotrigona depilis","Lelliottia",0
"Scaptotrigona depilis","Leuconostoc",0
"Scaptotrigona depilis","Ligilactobacillus",0
"Scaptotrigona depilis","Liquorilactobacillus",0
"Scaptotrigona depilis","Lonsdalea",0
"Scaptotrigona depilis","Orbaceae_NA",0
"Scaptotrigona depilis","Other",0.000620417764696411
"Scaptotrigona depilis","Pectinatus",0
"Scaptotrigona depilis","Pseudomonas",0
"Scaptotrigona depilis","Rosenbergiella",0
"Scaptotrigona depilis","Snodgrassella",0
"Scaptotrigona depilis","Swingsia",0
"Scaptotrigona depilis","Tatumella",0
"Scaptotrigona depilis","Weissella",0.0062600711392791
"Scaptotrigona depilis","Zymobacter",0
"Scaptotrigona depilis",NA,0.158044532415465
"Scaptotrigona polysticta","Acinetobacter",0.002753223839978
"Scaptotrigona polysticta","Apibacter",0
"Scaptotrigona polysticta","Apilactobacillus",0.013941097294802
"Scaptotrigona polysticta","Arsenophonus",0
"Scaptotrigona polysticta","Asaia",0.00027617273055459
"Scaptotrigona polysticta","Bifidobacterium",0.0391861781245641
"Scaptotrigona polysticta","Bombella",0.0811268044785484
"Scaptotrigona polysticta","Bombilactobacillus",0.0478278639385251
"Scaptotrigona polysticta","Candidatus Kinetoplastibacterium",0
"Scaptotrigona polysticta","Commensalibacter",0
"Scaptotrigona polysticta","Dellaglioa",0.000838639360736198
"Scaptotrigona polysticta","Dysgonomonas",0
"Scaptotrigona polysticta","Enterococcus",0.000455611281906675
"Scaptotrigona polysticta","Floricoccus",0.0911121012228698
"Scaptotrigona polysticta","Fructilactobacillus",0
"Scaptotrigona polysticta","Fructobacillus",0.0823572003159777
"Scaptotrigona polysticta","Lactobacillus",0.225021684477232
"Scaptotrigona polysticta","Lelliottia",0.00741721047775186
"Scaptotrigona polysticta","Leuconostoc",0
"Scaptotrigona polysticta","Ligilactobacillus",0.000957864554773705
"Scaptotrigona polysticta","Liquorilactobacillus",0
"Scaptotrigona polysticta","Lonsdalea",0
"Scaptotrigona polysticta","Orbaceae_NA",0.00173594287777171
"Scaptotrigona polysticta","Other",0.00275099624385057
"Scaptotrigona polysticta","Pectinatus",0
"Scaptotrigona polysticta","Pseudomonas",0.00239469566601146
"Scaptotrigona polysticta","Rosenbergiella",0.0673178151649756
"Scaptotrigona polysticta","Snodgrassella",0
"Scaptotrigona polysticta","Swingsia",0
"Scaptotrigona polysticta","Tatumella",0.31428897588799
"Scaptotrigona polysticta","Weissella",0
"Scaptotrigona polysticta","Zymobacter",0.00110469092221836
"Scaptotrigona polysticta",NA,0.0171352311389625
"Scaptotrigona xanthotricha","Acinetobacter",0.00412550323073945
"Scaptotrigona xanthotricha","Apibacter",0
"Scaptotrigona xanthotricha","Apilactobacillus",0.0159345298265249
"Scaptotrigona xanthotricha","Arsenophonus",0
"Scaptotrigona xanthotricha","Asaia",0.000651136751238536
"Scaptotrigona xanthotricha","Bifidobacterium",0.00897527503499665
"Scaptotrigona xanthotricha","Bombella",0.0319993511474336
"Scaptotrigona xanthotricha","Bombilactobacillus",0.0420509674157218
"Scaptotrigona xanthotricha","Candidatus Kinetoplastibacterium",0
"Scaptotrigona xanthotricha","Commensalibacter",3.57092542522655e-05
"Scaptotrigona xanthotricha","Dellaglioa",0.00109907774215984
"Scaptotrigona xanthotricha","Dysgonomonas",0.478384496596199
"Scaptotrigona xanthotricha","Enterococcus",0.0231964094635555
"Scaptotrigona xanthotricha","Floricoccus",0.0947929828540216
"Scaptotrigona xanthotricha","Fructilactobacillus",0
"Scaptotrigona xanthotricha","Fructobacillus",0.0730033992872729
"Scaptotrigona xanthotricha","Lactobacillus",0.0387587560747384
"Scaptotrigona xanthotricha","Lelliottia",0.000475648819306836
"Scaptotrigona xanthotricha","Leuconostoc",0
"Scaptotrigona xanthotricha","Ligilactobacillus",0
"Scaptotrigona xanthotricha","Liquorilactobacillus",0
"Scaptotrigona xanthotricha","Lonsdalea",0
"Scaptotrigona xanthotricha","Orbaceae_NA",2.5564579748781e-05
"Scaptotrigona xanthotricha","Other",0.00227838122050102
"Scaptotrigona xanthotricha","Pectinatus",0.000981284271539947
"Scaptotrigona xanthotricha","Pseudomonas",0.0763052091854028
"Scaptotrigona xanthotricha","Rosenbergiella",0
"Scaptotrigona xanthotricha","Snodgrassella",0
"Scaptotrigona xanthotricha","Swingsia",0
"Scaptotrigona xanthotricha","Tatumella",0
"Scaptotrigona xanthotricha","Weissella",0.10074694174148
"Scaptotrigona xanthotricha","Zymobacter",0
"Scaptotrigona xanthotricha",NA,0.00617937550316576
"Schwarziana quadrifasciata","Acinetobacter",0.000787078157749572
"Schwarziana quadrifasciata","Apibacter",0
"Schwarziana quadrifasciata","Apilactobacillus",0.00512358377007559
"Schwarziana quadrifasciata","Arsenophonus",0
"Schwarziana quadrifasciata","Asaia",0
"Schwarziana quadrifasciata","Bifidobacterium",0.00302041347552242
"Schwarziana quadrifasciata","Bombella",0.00318166189027006
"Schwarziana quadrifasciata","Bombilactobacillus",0.0562114747780894
"Schwarziana quadrifasciata","Candidatus Kinetoplastibacterium",0
"Schwarziana quadrifasciata","Commensalibacter",0.637054688767735
"Schwarziana quadrifasciata","Dellaglioa",0
"Schwarziana quadrifasciata","Dysgonomonas",0
"Schwarziana quadrifasciata","Enterococcus",0
"Schwarziana quadrifasciata","Floricoccus",0
"Schwarziana quadrifasciata","Fructilactobacillus",0
"Schwarziana quadrifasciata","Fructobacillus",0.00773242012314254
"Schwarziana quadrifasciata","Lactobacillus",0.0361473183898913
"Schwarziana quadrifasciata","Lelliottia",0
"Schwarziana quadrifasciata","Leuconostoc",0.000144685914625321
"Schwarziana quadrifasciata","Ligilactobacillus",0
"Schwarziana quadrifasciata","Liquorilactobacillus",0
"Schwarziana quadrifasciata","Lonsdalea",0
"Schwarziana quadrifasciata","Orbaceae_NA",0.07749274992827
"Schwarziana quadrifasciata","Other",0.0020374156432468
"Schwarziana quadrifasciata","Pectinatus",0
"Schwarziana quadrifasciata","Pseudomonas",0
"Schwarziana quadrifasciata","Rosenbergiella",0
"Schwarziana quadrifasciata","Snodgrassella",0
"Schwarziana quadrifasciata","Swingsia",0.160799191197169
"Schwarziana quadrifasciata","Tatumella",0
"Schwarziana quadrifasciata","Weissella",0.000702947283922049
"Schwarziana quadrifasciata","Zymobacter",0
"Schwarziana quadrifasciata",NA,0.00956437068029154
"Tetragona clavipes","Acinetobacter",0.0016199545392522
"Tetragona clavipes","Apibacter",0
"Tetragona clavipes","Apilactobacillus",0.0058526611173689
"Tetragona clavipes","Arsenophonus",0
"Tetragona clavipes","Asaia",0
"Tetragona clavipes","Bifidobacterium",0.000922057779087582
"Tetragona clavipes","Bombella",8.82566749910438e-05
"Tetragona clavipes","Bombilactobacillus",0
"Tetragona clavipes","Candidatus Kinetoplastibacterium",0
"Tetragona clavipes","Commensalibacter",0.565267790722183
"Tetragona clavipes","Dellaglioa",0
"Tetragona clavipes","Dysgonomonas",0
"Tetragona clavipes","Enterococcus",0
"Tetragona clavipes","Floricoccus",0
"Tetragona clavipes","Fructilactobacillus",0
"Tetragona clavipes","Fructobacillus",0
"Tetragona clavipes","Lactobacillus",0.0420908552937269
"Tetragona clavipes","Lelliottia",0
"Tetragona clavipes","Leuconostoc",0.000567578493568315
"Tetragona clavipes","Ligilactobacillus",0.329513543545025
"Tetragona clavipes","Liquorilactobacillus",0
"Tetragona clavipes","Lonsdalea",0.0041913488755814
"Tetragona clavipes","Orbaceae_NA",0
"Tetragona clavipes","Other",0.000124859598972167
"Tetragona clavipes","Pectinatus",0
"Tetragona clavipes","Pseudomonas",0
"Tetragona clavipes","Rosenbergiella",0
"Tetragona clavipes","Snodgrassella",0
"Tetragona clavipes","Swingsia",0
"Tetragona clavipes","Tatumella",0
"Tetragona clavipes","Weissella",0
"Tetragona clavipes","Zymobacter",0.023256164941594
"Tetragona clavipes",NA,0.0265049284186496
"Tetragonisca angustula","Acinetobacter",0.00187016683215421
"Tetragonisca angustula","Apibacter",0
"Tetragonisca angustula","Apilactobacillus",0
"Tetragonisca angustula","Arsenophonus",0
"Tetragonisca angustula","Asaia",0.00896676849946432
"Tetragonisca angustula","Bifidobacterium",0.000322541127838269
"Tetragonisca angustula","Bombella",0.00078066612801901
"Tetragonisca angustula","Bombilactobacillus",0.099947032446
"Tetragonisca angustula","Candidatus Kinetoplastibacterium",0
"Tetragonisca angustula","Commensalibacter",8.07977089130957e-06
"Tetragonisca angustula","Dellaglioa",0.00027420878936792
"Tetragonisca angustula","Dysgonomonas",0
"Tetragonisca angustula","Enterococcus",0
"Tetragonisca angustula","Floricoccus",0
"Tetragonisca angustula","Fructilactobacillus",0
"Tetragonisca angustula","Fructobacillus",0
"Tetragonisca angustula","Lactobacillus",0.00335421550058578
"Tetragonisca angustula","Lelliottia",0
"Tetragonisca angustula","Leuconostoc",0
"Tetragonisca angustula","Ligilactobacillus",0
"Tetragonisca angustula","Liquorilactobacillus",0
"Tetragonisca angustula","Lonsdalea",0
"Tetragonisca angustula","Orbaceae_NA",0
"Tetragonisca angustula","Other",3.54145802054153e-07
"Tetragonisca angustula","Pectinatus",0
"Tetragonisca angustula","Pseudomonas",0
"Tetragonisca angustula","Rosenbergiella",0
"Tetragonisca angustula","Snodgrassella",0.870872318353639
"Tetragonisca angustula","Swingsia",0
"Tetragonisca angustula","Tatumella",0
"Tetragonisca angustula","Weissella",0
"Tetragonisca angustula","Zymobacter",0.000257449430486026
"Tetragonisca angustula",NA,0.0133461989757519
"Trigona hyalinata","Acinetobacter",0.000367861281611079
"Trigona hyalinata","Apibacter",0.000225702316671605
"Trigona hyalinata","Apilactobacillus",0.0442953482218551
"Trigona hyalinata","Arsenophonus",0
"Trigona hyalinata","Asaia",0.00239109833047202
"Trigona hyalinata","Bifidobacterium",0.000575175043101958
"Trigona hyalinata","Bombella",0
"Trigona hyalinata","Bombilactobacillus",0.146234051021079
"Trigona hyalinata","Candidatus Kinetoplastibacterium",0
"Trigona hyalinata","Commensalibacter",0.000147902237325898
"Trigona hyalinata","Dellaglioa",0.000583634273413442
"Trigona hyalinata","Dysgonomonas",0
"Trigona hyalinata","Enterococcus",0
"Trigona hyalinata","Floricoccus",0
"Trigona hyalinata","Fructilactobacillus",0
"Trigona hyalinata","Fructobacillus",0.018900815565541
"Trigona hyalinata","Lactobacillus",0.00555170646978437
"Trigona hyalinata","Lelliottia",0
"Trigona hyalinata","Leuconostoc",0.246610189414315
"Trigona hyalinata","Ligilactobacillus",0
"Trigona hyalinata","Liquorilactobacillus",0
"Trigona hyalinata","Lonsdalea",0.258172200292909
"Trigona hyalinata","Orbaceae_NA",0.106345139083126
"Trigona hyalinata","Other",0.00154031177809581
"Trigona hyalinata","Pectinatus",0.00206273646020478
"Trigona hyalinata","Pseudomonas",0
"Trigona hyalinata","Rosenbergiella",0
"Trigona hyalinata","Snodgrassella",0
"Trigona hyalinata","Swingsia",0
"Trigona hyalinata","Tatumella",0
"Trigona hyalinata","Weissella",0
"Trigona hyalinata","Zymobacter",0.12177071790893
"Trigona hyalinata",NA,0.044225410301564
"Trigona spinipes","Acinetobacter",0.00138139684832872
"Trigona spinipes","Apibacter",0.000124819558199721
"Trigona spinipes","Apilactobacillus",0.0465054526465538
"Trigona spinipes","Arsenophonus",0
"Trigona spinipes","Asaia",0.00286124833411669
"Trigona spinipes","Bifidobacterium",0.0028036259144659
"Trigona spinipes","Bombella",0.00196219836946135
"Trigona spinipes","Bombilactobacillus",0.028366309208404
"Trigona spinipes","Candidatus Kinetoplastibacterium",0
"Trigona spinipes","Commensalibacter",0.0471431628134652
"Trigona spinipes","Dellaglioa",0.000702859124042456
"Trigona spinipes","Dysgonomonas",0
"Trigona spinipes","Enterococcus",0.00117834615261889
"Trigona spinipes","Floricoccus",0.149988301935173
"Trigona spinipes","Fructilactobacillus",0
"Trigona spinipes","Fructobacillus",0.0225647056255374
"Trigona spinipes","Lactobacillus",0.0260632693806278
"Trigona spinipes","Lelliottia",0
"Trigona spinipes","Leuconostoc",0.052753241498832
"Trigona spinipes","Ligilactobacillus",0.000112657652528979
"Trigona spinipes","Liquorilactobacillus",0
"Trigona spinipes","Lonsdalea",0
"Trigona spinipes","Orbaceae_NA",0.0484109647502049
"Trigona spinipes","Other",0.00113089362390578
"Trigona spinipes","Pectinatus",1.60025074615027e-05
"Trigona spinipes","Pseudomonas",0.00128385831291142
"Trigona spinipes","Rosenbergiella",0.54252340896285
"Trigona spinipes","Snodgrassella",0
"Trigona spinipes","Swingsia",0
"Trigona spinipes","Tatumella",0.0099599606440393
"Trigona spinipes","Weissella",0.000343346105913169
"Trigona spinipes","Zymobacter",0
"Trigona spinipes",NA,0.0118199700303583
